,Date,CNYKRW
3727,2004-12-03,126.3
3728,2004-12-02,125.84
3729,2004-12-01,126.38
3730,2004-11-30,126.62
3731,2004-11-29,126.5
3732,2004-11-26,126.5
3733,2004-11-25,127.74
3734,2004-11-24,128.87
3735,2004-11-23,128.77
3736,2004-11-22,128.71
3737,2004-11-19,129.12
3738,2004-11-18,128.73
3739,2004-11-17,130.66
3740,2004-11-16,131.73
3741,2004-11-15,131.94
3742,2004-11-12,133.45
3743,2004-11-11,134.37
3744,2004-11-10,134.16
3745,2004-11-09,133.33
3746,2004-11-08,133.53
3747,2004-11-05,134.18
3748,2004-11-04,134.54
3749,2004-11-03,134.86
3750,2004-11-02,134.69
3751,2004-11-01,135.2
3752,2004-10-29,135.27
3753,2004-10-28,135.93
3754,2004-10-27,136.4
3755,2004-10-26,136.95
3756,2004-10-25,137.28
3757,2004-10-22,137.8
3758,2004-10-21,137.87
3759,2004-10-20,138.08
3760,2004-10-19,138.34
3761,2004-10-18,138.17
3762,2004-10-15,138.39
3763,2004-10-14,138.28
3764,2004-10-13,138.6
3765,2004-10-12,138.46
3766,2004-10-11,138.46
3767,2004-10-08,138.69
3768,2004-10-07,138.96
3769,2004-10-06,139.25
3770,2004-10-05,138.78
3771,2004-10-04,138.9
3772,2004-10-01,138.78
3773,2004-09-30,139.16
3774,2004-09-24,138.86
3775,2004-09-23,138.5
3776,2004-09-22,138.25
3777,2004-09-21,138.57
3778,2004-09-20,138.49
3779,2004-09-17,138.52
3780,2004-09-16,138.44
3781,2004-09-15,138.23
3782,2004-09-14,138.35
3783,2004-09-13,138.34
3784,2004-09-10,138.44
3785,2004-09-09,138.35
3786,2004-09-08,138.9
3787,2004-09-07,139.04
3788,2004-09-06,139.28
3789,2004-09-03,138.94
3790,2004-09-02,139.01
3791,2004-09-01,139.15
3792,2004-08-31,139.31
3793,2004-08-30,139.49
3794,2004-08-27,139.31
3795,2004-08-26,139.39
3796,2004-08-25,139.72
3797,2004-08-24,139.67
3798,2004-08-23,139.33
3799,2004-08-20,139.46
3800,2004-08-19,139.56
3801,2004-08-18,139.89
3802,2004-08-17,139.86
3803,2004-08-16,140.04
3804,2004-08-13,140.43
3805,2004-08-12,139.88
3806,2004-08-11,140.11
3807,2004-08-10,139.54
3808,2004-08-09,139.7
3809,2004-08-06,140.46
3810,2004-08-05,140.56
3811,2004-08-04,141.07
3812,2004-08-03,140.75
3813,2004-08-02,140.73
3814,2004-07-30,141.36
3815,2004-07-29,141.15
3816,2004-07-28,141.05
3817,2004-07-27,140.73
3818,2004-07-26,140.31
3819,2004-07-23,140.9
3820,2004-07-22,140.44
3821,2004-07-21,140.03
3822,2004-07-20,140.24
3823,2004-07-19,139.85
3824,2004-07-16,140.7
3825,2004-07-15,140.26
3826,2004-07-14,139.31
3827,2004-07-13,138.92
3828,2004-07-12,138.65
3829,2004-07-09,138.86
3830,2004-07-08,138.94
3831,2004-07-07,139.18
3832,2004-07-06,139.53
3833,2004-07-05,139.27
3834,2004-07-02,139.56
3835,2004-07-01,139.27
3836,2004-06-30,139.61
3837,2004-06-29,139.18
3838,2004-06-28,139.25
3839,2004-06-25,138.92
3840,2004-06-24,139.63
3841,2004-06-23,140.14
3842,2004-06-22,139.96
3843,2004-06-21,139.76
3844,2004-06-18,140.15
3845,2004-06-17,139.83
3846,2004-06-16,139.8
3847,2004-06-15,140.56
3848,2004-06-14,140.44
3849,2004-06-11,140.63
3850,2004-06-10,140.08
3851,2004-06-09,139.45
3852,2004-06-08,139.9
3853,2004-06-07,140.06
3854,2004-06-04,140.61
3855,2004-06-03,140.68
3856,2004-06-02,140.73
3857,2004-06-01,140.22
3858,2004-05-31,140.16
3859,2004-05-28,140.75
3860,2004-05-27,141.33
3861,2004-05-25,142.28
3862,2004-05-24,142.22
3863,2004-05-21,141.99
3864,2004-05-20,142.54
3865,2004-05-19,141.76
3866,2004-05-18,142.8
3867,2004-05-17,142.98
3868,2004-05-14,143.41
3869,2004-05-13,143.22
3870,2004-05-12,142.74
3871,2004-05-11,143.57
3872,2004-05-10,142.94
3873,2004-05-07,141.49
3874,2004-05-06,140.88
3875,2004-05-04,141.33
3876,2004-05-03,141.57
3877,2004-04-30,141.76
3878,2004-04-29,141.44
3879,2004-04-28,139.72
3880,2004-04-27,139.18
3881,2004-04-26,139.54
3882,2004-04-23,139.94
3883,2004-04-22,140.11
3884,2004-04-21,139.52
3885,2004-04-20,139.11
3886,2004-04-19,139.38
3887,2004-04-16,140.16
3888,2004-04-14,139.1
3889,2004-04-13,137.86
3890,2004-04-12,137.95
