,Date,USDKRW
3573,2005-07-18,1034.8
3574,2005-07-15,1042.1
3575,2005-07-14,1031.8
3576,2005-07-13,1036.9
3577,2005-07-12,1039.5
3578,2005-07-11,1043.7
3579,2005-07-08,1054.8
3580,2005-07-07,1052.5
3581,2005-07-06,1047.8
3582,2005-07-05,1053.0
3583,2005-07-04,1043.4
3584,2005-07-01,1031.4
3585,2005-06-30,1025.4
3586,2005-06-29,1026.1
3587,2005-06-28,1021.0
3588,2005-06-27,1012.3
3589,2005-06-24,1012.5
3590,2005-06-23,1009.3
3591,2005-06-22,1010.3
3592,2005-06-21,1013.4
3593,2005-06-20,1008.2
3594,2005-06-17,1009.3
3595,2005-06-16,1014.2
3596,2005-06-15,1012.2
3597,2005-06-14,1013.5
3598,2005-06-13,1012.2
3599,2005-06-10,1006.2
3600,2005-06-09,1004.2
3601,2005-06-08,1005.7
3602,2005-06-07,1006.2
3603,2005-06-03,1007.8
3604,2005-06-02,1012.8
3605,2005-06-01,1010.7
3606,2005-05-31,1007.9
3607,2005-05-30,1002.5
3608,2005-05-27,1002.5
3609,2005-05-26,1001.7
3610,2005-05-25,1000.6
3611,2005-05-24,1000.8
3612,2005-05-23,1004.4
3613,2005-05-20,1004.4
3614,2005-05-19,1005.0
3615,2005-05-18,1005.2
3616,2005-05-17,1004.5
3617,2005-05-16,1009.0
3618,2005-05-13,1001.4
3619,2005-05-12,999.7
3620,2005-05-11,1000.2
3621,2005-05-10,999.1
3622,2005-05-09,1000.8
3623,2005-05-06,998.0
3624,2005-05-04,999.8
3625,2005-05-03,1002.3
3626,2005-05-02,1001.0
3627,2005-04-29,997.1
3628,2005-04-28,1002.6
3629,2005-04-27,1002.8
3630,2005-04-26,998.9
3631,2005-04-25,998.9
3632,2005-04-22,1004.0
3633,2005-04-21,1006.2
3634,2005-04-20,1008.9
3635,2005-04-19,1013.9
3636,2005-04-18,1019.7
3637,2005-04-15,1022.5
3638,2005-04-14,1016.3
3639,2005-04-13,1011.5
3640,2005-04-12,1013.2
3641,2005-04-11,1015.0
3642,2005-04-08,1015.1
3643,2005-04-07,1012.5
3644,2005-04-06,1013.3
3645,2005-04-04,1013.3
3646,2005-04-01,1008.0
3647,2005-03-31,1015.5
3648,2005-03-30,1023.6
3649,2005-03-29,1019.1
3650,2005-03-28,1016.8
3651,2005-03-25,1014.4
3652,2005-03-24,1013.3
3653,2005-03-23,1008.4
3654,2005-03-22,1009.4
3655,2005-03-21,1009.0
3656,2005-03-18,1004.9
3657,2005-03-17,1001.0
3658,2005-03-16,1003.8
3659,2005-03-15,1003.8
3660,2005-03-14,1000.8
3661,2005-03-11,1000.3
3662,2005-03-10,1000.0
3663,2005-03-09,1001.2
3664,2005-03-08,1004.3
3665,2005-03-07,1004.6
3666,2005-03-04,1008.2
3667,2005-03-03,1006.3
3668,2005-03-02,1007.3
3669,2005-02-28,1006.0
3670,2005-02-25,1008.5
3671,2005-02-24,1006.5
3672,2005-02-23,1003.8
3673,2005-02-22,1006.5
3674,2005-02-21,1023.2
3675,2005-02-18,1024.1
3676,2005-02-17,1025.6
3677,2005-02-16,1026.2
3678,2005-02-15,1026.5
3679,2005-02-14,1025.1
3680,2005-02-11,1033.2
3681,2005-02-07,1026.2
3682,2005-02-04,1026.7
3683,2005-02-03,1025.1
3684,2005-02-02,1027.8
3685,2005-02-01,1027.8
3686,2005-01-31,1025.5
3687,2005-01-28,1024.1
3688,2005-01-27,1028.5
3689,2005-01-26,1031.6
3690,2005-01-25,1031.3
3691,2005-01-24,1032.2
3692,2005-01-21,1038.0
3693,2005-01-20,1033.1
3694,2005-01-19,1030.9
3695,2005-01-18,1035.7
3696,2005-01-17,1035.7
3697,2005-01-14,1042.8
3698,2005-01-13,1036.6
3699,2005-01-12,1042.1
3700,2005-01-11,1045.0
3701,2005-01-10,1053.6
3702,2005-01-07,1051.0
3703,2005-01-06,1058.5
3704,2005-01-05,1046.3
3705,2005-01-04,1038.7
3706,2005-01-03,1038.1
3707,2004-12-31,1035.0
3708,2004-12-30,1041.8
3709,2004-12-29,1041.0
3710,2004-12-28,1042.4
3711,2004-12-27,1046.4
3712,2004-12-24,1047.5
3713,2004-12-23,1050.5
3714,2004-12-22,1053.5
3715,2004-12-21,1055.5
3716,2004-12-20,1058.2
3717,2004-12-17,1060.0
3718,2004-12-16,1056.3
3719,2004-12-15,1061.0
3720,2004-12-14,1058.0
3721,2004-12-13,1061.8
3722,2004-12-10,1067.5
3723,2004-12-09,1055.3
3724,2004-12-08,1058.5
3725,2004-12-07,1041.8
3726,2004-12-06,1040.8
3727,2004-12-03,1045.3
3728,2004-12-02,1041.5
3729,2004-12-01,1046.0
3730,2004-11-30,1048.0
3731,2004-11-29,1047.0
3732,2004-11-26,1047.0
3733,2004-11-25,1057.2
3734,2004-11-24,1066.6
3735,2004-11-23,1065.8
3736,2004-11-22,1065.3
3737,2004-11-19,1068.7
3738,2004-11-18,1065.4
3739,2004-11-17,1081.4
3740,2004-11-16,1090.3
3741,2004-11-15,1092.0
3742,2004-11-12,1104.5
3743,2004-11-11,1112.1
3744,2004-11-10,1110.4
3745,2004-11-09,1103.5
3746,2004-11-08,1105.2
3747,2004-11-05,1110.5
3748,2004-11-04,1113.5
3749,2004-11-03,1116.2
3750,2004-11-02,1114.8
3751,2004-11-01,1119.0
3752,2004-10-29,1119.6
3753,2004-10-28,1125.0
3754,2004-10-27,1128.9
3755,2004-10-26,1133.5
3756,2004-10-25,1136.2
3757,2004-10-22,1140.5
3758,2004-10-21,1141.1
3759,2004-10-20,1142.8
3760,2004-10-19,1145.0
3761,2004-10-18,1143.6
3762,2004-10-15,1145.4
3763,2004-10-14,1144.5
3764,2004-10-13,1147.1
3765,2004-10-12,1146.0
3766,2004-10-11,1146.0
3767,2004-10-08,1147.9
3768,2004-10-07,1150.1
3769,2004-10-06,1152.5
3770,2004-10-05,1148.6
3771,2004-10-04,1149.6
3772,2004-10-01,1148.6
3773,2004-09-30,1151.8
3774,2004-09-24,1149.3
3775,2004-09-23,1146.3
3776,2004-09-22,1144.2
3777,2004-09-21,1146.9
3778,2004-09-20,1146.2
3779,2004-09-17,1146.5
3780,2004-09-16,1145.8
3781,2004-09-15,1144.1
3782,2004-09-14,1145.1
3783,2004-09-13,1145.0
3784,2004-09-10,1145.8
3785,2004-09-09,1145.1
3786,2004-09-08,1149.6
3787,2004-09-07,1150.8
3788,2004-09-06,1152.8
3789,2004-09-03,1150.0
3790,2004-09-02,1150.5
3791,2004-09-01,1151.7
3792,2004-08-31,1153.0
3793,2004-08-30,1154.5
3794,2004-08-27,1153.0
3795,2004-08-26,1153.7
3796,2004-08-25,1156.4
3797,2004-08-24,1156.0
3798,2004-08-23,1153.2
3799,2004-08-20,1154.3
3800,2004-08-19,1155.1
3801,2004-08-18,1157.8
3802,2004-08-17,1157.6
3803,2004-08-16,1159.1
3804,2004-08-13,1162.3
3805,2004-08-12,1157.8
3806,2004-08-11,1159.7
3807,2004-08-10,1155.0
3808,2004-08-09,1156.3
3809,2004-08-06,1162.6
3810,2004-08-05,1163.4
3811,2004-08-04,1167.6
3812,2004-08-03,1165.0
3813,2004-08-02,1164.8
3814,2004-07-30,1170.0
3815,2004-07-29,1168.3
3816,2004-07-28,1167.4
3817,2004-07-27,1164.8
3818,2004-07-26,1161.3
3819,2004-07-23,1166.2
3820,2004-07-22,1162.4
3821,2004-07-21,1159.0
3822,2004-07-20,1160.7
3823,2004-07-19,1157.5
3824,2004-07-16,1164.5
3825,2004-07-15,1160.9
3826,2004-07-14,1153.0
3827,2004-07-13,1149.8
3828,2004-07-12,1147.6
3829,2004-07-09,1149.3
3830,2004-07-08,1150.0
3831,2004-07-07,1152.0
3832,2004-07-06,1154.9
3833,2004-07-05,1152.7
3834,2004-07-02,1155.1
3835,2004-07-01,1152.7
3836,2004-06-30,1155.5
3837,2004-06-29,1151.9
3838,2004-06-28,1152.5
3839,2004-06-25,1149.8
3840,2004-06-24,1155.7
3841,2004-06-23,1159.9
3842,2004-06-22,1158.4
3843,2004-06-21,1156.7
3844,2004-06-18,1160.0
3845,2004-06-17,1157.3
3846,2004-06-16,1157.1
3847,2004-06-15,1163.4
3848,2004-06-14,1162.4
3849,2004-06-11,1164.0
3850,2004-06-10,1159.4
3851,2004-06-09,1154.2
3852,2004-06-08,1157.9
3853,2004-06-07,1159.2
3854,2004-06-04,1163.8
3855,2004-06-03,1164.4
3856,2004-06-02,1164.8
3857,2004-06-01,1160.6
3858,2004-05-31,1160.1
3859,2004-05-28,1165.0
3860,2004-05-27,1169.8
3861,2004-05-25,1177.7
3862,2004-05-24,1177.2
3863,2004-05-21,1175.3
3864,2004-05-20,1179.8
3865,2004-05-19,1173.4
3866,2004-05-18,1182.0
3867,2004-05-17,1183.5
3868,2004-05-14,1187.0
3869,2004-05-13,1185.5
3870,2004-05-12,1181.5
3871,2004-05-11,1188.3
3872,2004-05-10,1183.1
3873,2004-05-07,1171.1
3874,2004-05-06,1166.1
3875,2004-05-04,1169.8
3876,2004-05-03,1171.8
3877,2004-04-30,1173.3
3878,2004-04-29,1170.7
3879,2004-04-28,1156.4
3880,2004-04-27,1152.0
3881,2004-04-26,1155.0
3882,2004-04-23,1158.3
3883,2004-04-22,1159.7
3884,2004-04-21,1154.8
3885,2004-04-20,1151.4
3886,2004-04-19,1153.6
3887,2004-04-16,1160.1
3888,2004-04-14,1151.3
3889,2004-04-13,1141.1
3890,2004-04-12,1141.8
