,Date,JPYKRW
1010,2015-10-29,948.14
1011,2015-10-28,940.17
1012,2015-10-27,940.98
1013,2015-10-26,936.57
1014,2015-10-23,937.34
1015,2015-10-22,950.39
1016,2015-10-21,947.82
1017,2015-10-20,946.8
1018,2015-10-19,941.19
1019,2015-10-16,950.74
1020,2015-10-15,952.66
1021,2015-10-14,957.12
1022,2015-10-13,960.48
1023,2015-10-12,951.91
1024,2015-10-08,969.69
1025,2015-10-07,964.09
1026,2015-10-06,969.43
1027,2015-10-05,972.04
1028,2015-10-02,984.68
1029,2015-10-01,979.94
1030,2015-09-30,982.95
1031,2015-09-25,987.27
1032,2015-09-24,995.08
1033,2015-09-23,989.19
1034,2015-09-22,986.49
1035,2015-09-21,978.3
1036,2015-09-18,974.51
1037,2015-09-17,965.75
1038,2015-09-16,976.55
1039,2015-09-15,988.37
1040,2015-09-14,984.19
1041,2015-09-11,983.99
1042,2015-09-10,981.96
1043,2015-09-09,990.95
1044,2015-09-08,997.67
1045,2015-09-07,1009.47
1046,2015-09-04,1001.51
1047,2015-09-03,989.77
1048,2015-09-02,987.82
1049,2015-09-01,981.31
1050,2015-08-31,975.42
1051,2015-08-28,974.74
1052,2015-08-27,980.07
1053,2015-08-26,993.14
1054,2015-08-25,990.21
1055,2015-08-24,997.76
1056,2015-08-21,971.52
1057,2015-08-20,960.22
1058,2015-08-19,952.02
1059,2015-08-18,950.77
1060,2015-08-17,950.58
1061,2015-08-13,943.0
1062,2015-08-12,950.64
1063,2015-08-11,943.24
1064,2015-08-10,933.65
1065,2015-08-07,935.01
1066,2015-08-06,935.6
1067,2015-08-05,941.32
1068,2015-08-04,938.48
1069,2015-08-03,940.32
1070,2015-07-31,943.42
1071,2015-07-30,942.58
1072,2015-07-29,938.69
1073,2015-07-28,943.54
1074,2015-07-27,945.74
1075,2015-07-24,943.95
1076,2015-07-23,937.8
1077,2015-07-22,931.33
1078,2015-07-21,928.35
1079,2015-07-20,929.28
1080,2015-07-17,923.98
1081,2015-07-16,926.09
1082,2015-07-15,925.67
1083,2015-07-14,925.15
1084,2015-07-13,916.59
1085,2015-07-10,925.1
1086,2015-07-09,933.83
1087,2015-07-08,934.86
1088,2015-07-07,924.02
1089,2015-07-06,918.96
1090,2015-07-03,912.97
1091,2015-07-02,911.63
1092,2015-07-01,913.2
1093,2015-06-30,914.78
1094,2015-06-29,913.08
1095,2015-06-26,907.43
1096,2015-06-25,898.38
1097,2015-06-24,894.73
1098,2015-06-23,893.51
1099,2015-06-22,893.9
1100,2015-06-19,900.37
1101,2015-06-18,899.11
1102,2015-06-17,903.53
1103,2015-06-16,905.77
1104,2015-06-15,904.55
1105,2015-06-12,903.23
1106,2015-06-11,899.21
1107,2015-06-10,904.79
1108,2015-06-09,900.75
1109,2015-06-08,895.43
1110,2015-06-05,891.67
1111,2015-06-04,895.48
1112,2015-06-03,890.75
1113,2015-06-02,894.08
1114,2015-06-01,896.96
1115,2015-05-29,895.67
1116,2015-05-28,892.54
1117,2015-05-27,897.99
1118,2015-05-26,901.19
1119,2015-05-22,903.04
1120,2015-05-21,903.38
1121,2015-05-20,907.1
1122,2015-05-19,907.84
1123,2015-05-18,908.07
1124,2015-05-15,909.14
1125,2015-05-14,915.21
1126,2015-05-13,916.67
1127,2015-05-12,913.6
1128,2015-05-11,910.76
1129,2015-05-08,907.71
1130,2015-05-07,915.77
1131,2015-05-06,902.43
1132,2015-05-04,900.22
1133,2015-04-30,903.61
1134,2015-04-29,896.21
1135,2015-04-28,900.28
1136,2015-04-27,900.6
1137,2015-04-24,903.4
1138,2015-04-23,903.26
1139,2015-04-22,902.98
1140,2015-04-21,905.48
1141,2015-04-20,908.76
1142,2015-04-17,909.31
1143,2015-04-16,912.42
1144,2015-04-15,917.12
1145,2015-04-14,915.13
1146,2015-04-13,913.04
1147,2015-04-10,909.3
1148,2015-04-09,907.5
1149,2015-04-08,910.57
1150,2015-04-07,909.81
1151,2015-04-06,911.45
1152,2015-04-03,913.18
1153,2015-04-02,914.78
1154,2015-04-01,918.61
1155,2015-03-31,924.08
1156,2015-03-30,923.97
1157,2015-03-27,926.89
1158,2015-03-26,931.94
1159,2015-03-25,921.17
1160,2015-03-24,921.49
1161,2015-03-23,928.6
1162,2015-03-20,931.52
1163,2015-03-19,928.31
1164,2015-03-18,931.26
1165,2015-03-17,927.86
1166,2015-03-16,932.17
1167,2015-03-13,929.59
1168,2015-03-12,926.92
1169,2015-03-11,927.45
1170,2015-03-10,921.92
1171,2015-03-09,918.59
1172,2015-03-06,914.43
1173,2015-03-05,918.13
1174,2015-03-04,919.56
1175,2015-03-03,916.44
1176,2015-03-02,918.06
1177,2015-02-27,921.79
1178,2015-02-26,922.26
1179,2015-02-25,924.9
1180,2015-02-24,931.86
1181,2015-02-23,930.18
1182,2015-02-17,931.71
1183,2015-02-16,928.6
1184,2015-02-13,925.48
1185,2015-02-12,925.93
1186,2015-02-11,919.69
1187,2015-02-10,919.66
1188,2015-02-09,922.99
1189,2015-02-06,929.09
1190,2015-02-05,929.84
1191,2015-02-04,925.1
1192,2015-02-03,936.45
1193,2015-02-02,935.96
1194,2015-01-30,930.77
1195,2015-01-29,927.48
1196,2015-01-28,919.04
1197,2015-01-27,912.94
1198,2015-01-26,914.95
1199,2015-01-23,914.41
1200,2015-01-22,920.33
1201,2015-01-21,919.74
1202,2015-01-20,920.48
1203,2015-01-19,919.91
1204,2015-01-16,923.15
1205,2015-01-15,916.96
1206,2015-01-14,926.34
1207,2015-01-13,915.87
1208,2015-01-12,913.72
1209,2015-01-09,914.05
1210,2015-01-08,915.39
1211,2015-01-07,923.64
1212,2015-01-06,925.01
1213,2015-01-05,922.81
1214,2015-01-02,917.13
1215,2014-12-31,910.12
1216,2014-12-30,917.39
1217,2014-12-29,911.79
1218,2014-12-26,913.18
1219,2014-12-24,915.3
1220,2014-12-23,916.76
1221,2014-12-22,915.18
1222,2014-12-19,921.47
1223,2014-12-18,928.36
1224,2014-12-17,933.34
1225,2014-12-16,929.24
1226,2014-12-15,927.9
1227,2014-12-12,929.02
1228,2014-12-11,930.98
1229,2014-12-10,926.25
1230,2014-12-09,926.64
1231,2014-12-08,923.18
1232,2014-12-05,927.16
1233,2014-12-04,930.25
1234,2014-12-03,932.28
1235,2014-12-02,934.78
1236,2014-12-01,937.93
1237,2014-11-28,938.13
1238,2014-11-27,934.44
1239,2014-11-26,940.34
1240,2014-11-25,941.2
1241,2014-11-24,941.65
1242,2014-11-21,943.94
1243,2014-11-20,939.9
1244,2014-11-19,942.91
1245,2014-11-18,941.67
1246,2014-11-17,943.82
1247,2014-11-14,946.33
1248,2014-11-13,948.85
1249,2014-11-12,950.46
1250,2014-11-11,946.6
1251,2014-11-10,951.34
1252,2014-11-07,949.55
1253,2014-11-06,947.48
1254,2014-11-05,949.59
1255,2014-11-04,948.78
1256,2014-11-03,951.18
1257,2014-10-31,957.66
1258,2014-10-30,968.4
1259,2014-10-29,969.91
1260,2014-10-28,972.2
1261,2014-10-27,975.26
1262,2014-10-24,977.73
1263,2014-10-23,982.05
1264,2014-10-22,984.27
1265,2014-10-21,988.66
1266,2014-10-20,989.91
1267,2014-10-17,1000.38
1268,2014-10-16,1001.79
1269,2014-10-15,993.38
1270,2014-10-14,995.42
1271,2014-10-13,993.4
1272,2014-10-10,993.06
1273,2014-10-08,994.17
1274,2014-10-07,984.42
1275,2014-10-06,976.24
1276,2014-10-02,978.33
1277,2014-10-01,968.31
1278,2014-09-30,962.85
1279,2014-09-29,963.24
1280,2014-09-26,958.43
1281,2014-09-25,955.06
1282,2014-09-24,955.71
1283,2014-09-23,959.04
1284,2014-09-22,956.44
1285,2014-09-19,958.96
1286,2014-09-18,958.06
1287,2014-09-17,965.03
1288,2014-09-16,967.96
1289,2014-09-15,967.77
1290,2014-09-12,964.56
1291,2014-09-11,968.77
1292,2014-09-05,974.24
1293,2014-09-04,970.73
1294,2014-09-03,970.93
1295,2014-09-02,971.39
1296,2014-09-01,971.68
1297,2014-08-29,975.84
1298,2014-08-28,977.83
1299,2014-08-27,975.47
1300,2014-08-26,978.92
1301,2014-08-25,980.3
1302,2014-08-22,981.3
1303,2014-08-21,984.21
1304,2014-08-20,989.15
1305,2014-08-19,991.81
1306,2014-08-18,992.88
1307,2014-08-14,997.46
1308,2014-08-13,1004.1
1309,2014-08-12,1004.69
1310,2014-08-11,1009.4
1311,2014-08-08,1017.48
1312,2014-08-07,1013.29
1313,2014-08-06,1007.51
1314,2014-08-05,1003.31
1315,2014-08-04,1006.82
1316,2014-08-01,1007.96
1317,2014-07-31,1002.63
1318,2014-07-30,1002.45
1319,2014-07-29,1005.2
1320,2014-07-28,1007.07
1321,2014-07-25,1007.65
1322,2014-07-24,1013.5
1323,2014-07-23,1010.16
1324,2014-07-22,1009.65
1325,2014-07-21,1014.61
1326,2014-07-18,1015.88
1327,2014-07-17,1011.73
1328,2014-07-16,1012.29
1329,2014-07-15,1011.13
1330,2014-07-14,1002.96
1331,2014-07-11,1005.43
1332,2014-07-10,999.51
1333,2014-07-09,995.77
1334,2014-07-08,994.4
1335,2014-07-07,993.03
1336,2014-07-04,989.8
1337,2014-07-03,989.5
1338,2014-07-02,993.1
1339,2014-07-01,995.76
1340,2014-06-30,997.53
1341,2014-06-27,1000.3
1342,2014-06-26,998.13
1343,2014-06-25,1000.69
1344,2014-06-24,998.53
1345,2014-06-23,1000.88
1346,2014-06-20,1001.57
1347,2014-06-19,1000.0
1348,2014-06-18,1000.59
1349,2014-06-17,1001.18
1350,2014-06-16,1002.16
1351,2014-06-13,1000.2
1352,2014-06-12,996.57
1353,2014-06-11,994.03
1354,2014-06-10,993.65
1355,2014-06-09,990.54
1356,2014-06-05,996.59
1357,2014-06-03,1000.0
1358,2014-06-02,1003.63
1359,2014-05-30,1003.84
1360,2014-05-29,1002.27
1361,2014-05-28,1002.55
1362,2014-05-27,1004.61
1363,2014-05-26,1004.12
1364,2014-05-23,1007.66
1365,2014-05-22,1007.77
1366,2014-05-21,1016.86
1367,2014-05-20,1011.85
1368,2014-05-19,1007.99
1369,2014-05-16,1009.06
1370,2014-05-15,1007.07
1371,2014-05-14,1006.77
1372,2014-05-13,998.44
1373,2014-05-12,1004.61
1374,2014-05-09,1008.45
1375,2014-05-08,1003.04
1376,2014-05-07,1007.19
1377,2014-05-02,1004.68
1378,2014-04-30,1007.12
1379,2014-04-29,1003.51
1380,2014-04-28,1012.03
1381,2014-04-25,1017.8
1382,2014-04-24,1015.04
1383,2014-04-23,1014.44
1384,2014-04-22,1012.88
1385,2014-04-21,1012.97
1386,2014-04-18,1013.96
1387,2014-04-17,1018.23
1388,2014-04-16,1015.15
1389,2014-04-15,1023.39
1390,2014-04-14,1023.51
1391,2014-04-11,1018.18
1392,2014-04-10,1020.56
1393,2014-04-09,1018.62
1394,2014-04-08,1021.64
1395,2014-04-07,1023.08
1396,2014-04-04,1015.5
1397,2014-04-03,1017.32
1398,2014-04-02,1018.98
1399,2014-04-01,1023.9
1400,2014-03-31,1030.05
1401,2014-03-28,1046.4
1402,2014-03-27,1050.63
1403,2014-03-26,1051.23
1404,2014-03-25,1054.59
1405,2014-03-24,1049.82
1406,2014-03-21,1057.48
1407,2014-03-20,1050.0
1408,2014-03-19,1052.37
1409,2014-03-18,1055.4
1410,2014-03-17,1049.15
1411,2014-03-14,1053.02
1412,2014-03-13,1042.66
1413,2014-03-12,1041.8
1414,2014-03-11,1030.98
1415,2014-03-10,1032.94
1416,2014-03-07,1031.19
1417,2014-03-06,1036.8
1418,2014-03-05,1045.31
1419,2014-03-04,1051.65
1420,2014-03-03,1056.54
1421,2014-02-28,1049.04
1422,2014-02-27,1043.91
1423,2014-02-26,1042.11
1424,2014-02-25,1048.88
1425,2014-02-24,1048.36
1426,2014-02-21,1046.59
1427,2014-02-20,1056.31
1428,2014-02-19,1042.58
1429,2014-02-18,1040.52
1430,2014-02-17,1040.62
1431,2014-02-14,1040.85
1432,2014-02-13,1042.23
1433,2014-02-12,1035.32
1434,2014-02-11,1042.52
1435,2014-02-10,1049.41
1436,2014-02-07,1054.1
1437,2014-02-06,1063.4
1438,2014-02-05,1063.64
1439,2014-02-04,1067.62
1440,2014-02-03,1063.35
1441,2014-01-29,1039.16
1442,2014-01-28,1047.31
1443,2014-01-27,1056.2
1444,2014-01-24,1048.16
1445,2014-01-23,1029.79
1446,2014-01-22,1023.01
1447,2014-01-21,1019.2
1448,2014-01-20,1021.41
1449,2014-01-17,1017.35
1450,2014-01-16,1015.27
1451,2014-01-15,1018.11
1452,2014-01-14,1023.78
1453,2014-01-13,1021.08
1454,2014-01-10,1011.15
1455,2014-01-09,1013.35
1456,2014-01-08,1015.24
1457,2014-01-07,1024.35
1458,2014-01-06,1019.61
1459,2014-01-03,1011.02
1460,2014-01-02,997.15
1461,2013-12-31,994.29
1462,2013-12-30,1000.28
1463,2013-12-27,1006.68
1464,2013-12-26,1010.79
1465,2013-12-24,1015.35
1466,2013-12-23,1020.58
1467,2013-12-20,1015.21
1468,2013-12-19,1018.47
1469,2013-12-18,1022.54
1470,2013-12-17,1022.25
1471,2013-12-16,1020.95
1472,2013-12-13,1016.51
1473,2013-12-12,1021.19
1474,2013-12-11,1025.37
1475,2013-12-10,1018.72
1476,2013-12-09,1018.81
1477,2013-12-06,1035.33
1478,2013-12-05,1038.73
1479,2013-12-04,1034.01
1480,2013-12-03,1029.1
1481,2013-12-02,1029.71
1482,2013-11-29,1034.1
1483,2013-11-28,1037.28
1484,2013-11-27,1044.43
1485,2013-11-26,1044.54
1486,2013-11-25,1044.17
1487,2013-11-22,1050.29
1488,2013-11-21,1053.49
1489,2013-11-20,1058.13
1490,2013-11-19,1057.57
1491,2013-11-18,1057.85
1492,2013-11-15,1060.11
1493,2013-11-14,1068.78
1494,2013-11-13,1078.11
1495,2013-11-12,1076.59
1496,2013-11-11,1082.83
1497,2013-11-08,1083.68
1498,2013-11-07,1074.87
1499,2013-11-06,1076.83
1500,2013-11-05,1079.68
1501,2013-11-04,1077.55
1502,2013-11-01,1080.56
1503,2013-10-31,1078.37
1504,2013-10-30,1079.21
1505,2013-10-29,1086.91
1506,2013-10-28,1086.69
1507,2013-10-25,1093.83
1508,2013-10-24,1091.02
1509,2013-10-23,1087.69
1510,2013-10-22,1078.07
1511,2013-10-21,1083.12
1512,2013-10-18,1085.11
1513,2013-10-17,1085.25
1514,2013-10-16,1084.68
1515,2013-10-15,1080.49
1516,2013-10-14,1090.65
1517,2013-10-11,1090.54
1518,2013-10-10,1095.27
1519,2013-10-08,1106.65
1520,2013-10-07,1106.58
1521,2013-10-04,1101.63
1522,2013-10-02,1103.07
1523,2013-10-01,1095.52
1524,2013-09-30,1096.02
1525,2013-09-27,1089.49
1526,2013-09-26,1090.9
1527,2013-09-25,1092.16
1528,2013-09-24,1084.08
1529,2013-09-23,1086.63
1530,2013-09-17,1092.24
1531,2013-09-16,1093.35
1532,2013-09-13,1089.99
1533,2013-09-12,1090.39
1534,2013-09-11,1082.9
1535,2013-09-10,1083.42
1536,2013-09-09,1090.83
1537,2013-09-06,1096.56
1538,2013-09-05,1100.15
1539,2013-09-04,1098.9
1540,2013-09-03,1106.36
1541,2013-09-02,1105.02
1542,2013-08-30,1130.71
1543,2013-08-29,1133.61
1544,2013-08-28,1144.97
1545,2013-08-27,1140.22
1546,2013-08-26,1129.21
1547,2013-08-23,1126.91
1548,2013-08-22,1138.1
1549,2013-08-21,1147.06
1550,2013-08-20,1150.25
1551,2013-08-19,1142.23
1552,2013-08-16,1140.56
1553,2013-08-14,1137.5
1554,2013-08-13,1140.87
1555,2013-08-12,1152.77
1556,2013-08-09,1149.67
1557,2013-08-08,1155.0
1558,2013-08-07,1152.66
1559,2013-08-06,1133.64
1560,2013-08-05,1131.7
1561,2013-08-02,1126.94
1562,2013-08-01,1138.37
1563,2013-07-31,1148.02
1564,2013-07-30,1135.53
1565,2013-07-29,1134.65
1566,2013-07-26,1126.82
1567,2013-07-25,1116.0
1568,2013-07-24,1112.5
1569,2013-07-23,1122.78
1570,2013-07-22,1117.94
1571,2013-07-19,1117.87
1572,2013-07-18,1122.48
1573,2013-07-17,1124.32
1574,2013-07-16,1123.27
1575,2013-07-15,1125.08
1576,2013-07-12,1137.26
1577,2013-07-11,1132.41
1578,2013-07-10,1135.16
1579,2013-07-09,1126.21
1580,2013-07-08,1135.89
1581,2013-07-05,1142.23
1582,2013-07-04,1143.32
1583,2013-07-03,1146.51
1584,2013-07-02,1137.57
1585,2013-07-01,1140.29
1586,2013-06-28,1151.59
1587,2013-06-27,1168.59
1588,2013-06-26,1182.35
1589,2013-06-25,1185.4
1590,2013-06-24,1186.28
1591,2013-06-21,1180.44
1592,2013-06-20,1178.78
1593,2013-06-19,1189.97
1594,2013-06-18,1188.37
1595,2013-06-17,1186.24
1596,2013-06-14,1185.19
1597,2013-06-13,1201.34
1598,2013-06-12,1168.2
1599,2013-06-11,1159.95
1600,2013-06-10,1144.77
1601,2013-06-07,1159.95
1602,2013-06-05,1117.78
1603,2013-06-04,1119.31
1604,2013-06-03,1127.25
1605,2013-05-31,1125.93
1606,2013-05-30,1120.49
1607,2013-05-29,1115.38
1608,2013-05-28,1104.14
1609,2013-05-27,1111.33
1610,2013-05-24,1105.59
1611,2013-05-23,1114.96
1612,2013-05-22,1083.3
1613,2013-05-21,1083.91
1614,2013-05-20,1087.17
1615,2013-05-16,1090.46
1616,2013-05-15,1089.52
1617,2013-05-14,1092.92
1618,2013-05-13,1092.83
1619,2013-05-10,1093.13
1620,2013-05-09,1103.91
1621,2013-05-08,1096.5
1622,2013-05-07,1099.51
1623,2013-05-06,1103.23
1624,2013-05-03,1115.69
1625,2013-05-02,1132.76
1626,2013-04-30,1130.15
1627,2013-04-29,1133.06
1628,2013-04-26,1125.01
1629,2013-04-25,1119.12
1630,2013-04-24,1121.82
1631,2013-04-23,1137.08
1632,2013-04-22,1123.75
1633,2013-04-19,1128.09
1634,2013-04-18,1142.92
1635,2013-04-17,1137.87
1636,2013-04-16,1144.07
1637,2013-04-15,1140.16
1638,2013-04-12,1140.03
1639,2013-04-11,1132.26
1640,2013-04-10,1135.31
1641,2013-04-09,1151.75
1642,2013-04-08,1158.28
1643,2013-04-05,1174.36
1644,2013-04-04,1183.01
1645,2013-04-03,1193.89
1646,2013-04-02,1201.55
1647,2013-04-01,1189.76
1648,2013-03-29,1181.41
1649,2013-03-28,1181.34
1650,2013-03-27,1175.32
1651,2013-03-26,1177.47
1652,2013-03-25,1172.49
1653,2013-03-22,1185.83
1654,2013-03-21,1166.54
1655,2013-03-20,1169.38
1656,2013-03-19,1165.09
1657,2013-03-18,1170.19
1658,2013-03-15,1158.33
1659,2013-03-14,1147.63
1660,2013-03-13,1147.46
1661,2013-03-12,1139.29
1662,2013-03-11,1140.0
1663,2013-03-08,1140.48
1664,2013-03-07,1155.65
1665,2013-03-06,1158.91
1666,2013-03-05,1167.24
1667,2013-03-04,1165.6
1668,2013-02-28,1172.2
1669,2013-02-27,1183.94
1670,2013-02-26,1181.54
1671,2013-02-25,1154.17
1672,2013-02-22,1160.35
1673,2013-02-21,1162.58
1674,2013-02-20,1155.12
1675,2013-02-19,1155.74
1676,2013-02-18,1152.05
1677,2013-02-15,1166.49
1678,2013-02-14,1155.57
1679,2013-02-13,1163.77
1680,2013-02-12,1160.22
1681,2013-02-08,1178.09
1682,2013-02-07,1163.32
1683,2013-02-06,1160.53
1684,2013-02-05,1172.25
1685,2013-02-04,1169.66
1686,2013-02-01,1188.41
1687,2013-01-31,1195.56
1688,2013-01-30,1188.47
1689,2013-01-29,1196.65
1690,2013-01-28,1202.47
1691,2013-01-25,1185.33
1692,2013-01-24,1195.01
1693,2013-01-23,1208.07
1694,2013-01-22,1191.22
1695,2013-01-21,1189.7
1696,2013-01-18,1174.84
1697,2013-01-17,1189.91
1698,2013-01-16,1205.21
1699,2013-01-15,1189.75
1700,2013-01-14,1180.66
1701,2013-01-11,1186.38
1702,2013-01-10,1201.36
1703,2013-01-09,1210.22
1704,2013-01-08,1215.69
1705,2013-01-07,1211.69
1706,2013-01-04,1206.21
1707,2013-01-03,1217.86
1708,2013-01-02,1218.01
1709,2012-12-31,1235.04
1710,2012-12-28,1236.38
1711,2012-12-27,1249.27
1712,2012-12-26,1256.29
1713,2012-12-24,1271.62
1714,2012-12-21,1277.49
1715,2012-12-20,1277.53
1716,2012-12-18,1279.35
1717,2012-12-17,1277.86
1718,2012-12-14,1281.93
1719,2012-12-13,1286.57
1720,2012-12-12,1295.38
1721,2012-12-11,1305.83
1722,2012-12-10,1308.89
1723,2012-12-07,1313.9
1724,2012-12-06,1313.97
1725,2012-12-05,1313.68
1726,2012-12-04,1321.18
1727,2012-12-03,1318.64
1728,2012-11-30,1309.58
1729,2012-11-29,1318.48
1730,2012-11-28,1327.27
1731,2012-11-27,1318.41
1732,2012-11-26,1322.85
1733,2012-11-23,1322.17
1734,2012-11-22,1310.7
1735,2012-11-21,1318.39
1736,2012-11-20,1333.25
1737,2012-11-19,1338.18
1738,2012-11-16,1346.75
1739,2012-11-15,1344.96
1740,2012-11-14,1357.78
1741,2012-11-13,1376.55
1742,2012-11-12,1370.79
1743,2012-11-09,1370.68
1744,2012-11-08,1362.9
1745,2012-11-07,1351.57
1746,2012-11-06,1361.03
1747,2012-11-05,1360.35
1748,2012-11-02,1358.77
1749,2012-11-01,1365.17
1750,2012-10-31,1365.57
1751,2012-10-30,1371.76
1752,2012-10-29,1374.7
1753,2012-10-26,1372.84
1754,2012-10-25,1365.68
1755,2012-10-24,1383.18
1756,2012-10-23,1382.73
1757,2012-10-22,1383.11
1758,2012-10-19,1390.04
1759,2012-10-18,1393.56
1760,2012-10-17,1402.08
1761,2012-10-16,1402.13
1762,2012-10-15,1412.57
1763,2012-10-12,1415.01
1764,2012-10-11,1425.73
1765,2012-10-10,1423.1
1766,2012-10-09,1419.18
1767,2012-10-08,1422.18
1768,2012-10-05,1415.91
1769,2012-10-04,1418.11
1770,2012-10-02,1426.28
1771,2012-09-28,1433.17
1772,2012-09-27,1437.12
1773,2012-09-26,1443.3
1774,2012-09-25,1439.97
1775,2012-09-24,1435.99
1776,2012-09-21,1428.57
1777,2012-09-20,1434.42
1778,2012-09-19,1411.85
1779,2012-09-18,1422.12
1780,2012-09-17,1426.29
1781,2012-09-14,1438.04
1782,2012-09-13,1452.57
1783,2012-09-12,1446.37
1784,2012-09-11,1439.07
1785,2012-09-10,1442.53
1786,2012-09-07,1431.38
1787,2012-09-06,1444.78
1788,2012-09-05,1451.45
1789,2012-09-04,1444.42
1790,2012-09-03,1444.61
1791,2012-08-31,1444.03
1792,2012-08-30,1441.56
1793,2012-08-29,1443.58
1794,2012-08-28,1445.02
1795,2012-08-27,1442.55
1796,2012-08-24,1444.2
1797,2012-08-23,1438.3
1798,2012-08-22,1429.92
1799,2012-08-21,1422.36
1800,2012-08-20,1426.69
1801,2012-08-17,1428.93
1802,2012-08-16,1431.64
1803,2012-08-14,1437.67
1804,2012-08-13,1445.57
1805,2012-08-10,1439.49
1806,2012-08-09,1435.3
1807,2012-08-08,1440.25
1808,2012-08-07,1437.13
1809,2012-08-06,1440.97
1810,2012-08-03,1448.93
1811,2012-08-02,1442.6
1812,2012-08-01,1442.28
1813,2012-07-31,1441.8
1814,2012-07-30,1455.53
1815,2012-07-27,1458.55
1816,2012-07-26,1467.31
1817,2012-07-25,1468.17
1818,2012-07-24,1467.13
1819,2012-07-23,1470.21
1820,2012-07-20,1451.02
1821,2012-07-19,1449.38
1822,2012-07-18,1444.84
1823,2012-07-17,1444.11
1824,2012-07-16,1450.61
1825,2012-07-13,1451.55
1826,2012-07-12,1451.17
1827,2012-07-11,1439.75
1828,2012-07-10,1439.92
1829,2012-07-09,1434.49
1830,2012-07-06,1425.98
1831,2012-07-05,1424.81
1832,2012-07-04,1424.19
1833,2012-07-03,1423.38
1834,2012-07-02,1434.13
1835,2012-06-29,1443.23
1836,2012-06-28,1457.68
1837,2012-06-27,1453.88
1838,2012-06-26,1459.99
1839,2012-06-25,1449.98
1840,2012-06-22,1441.54
1841,2012-06-21,1445.6
1842,2012-06-20,1458.44
1843,2012-06-19,1463.88
1844,2012-06-18,1466.61
1845,2012-06-15,1472.9
1846,2012-06-14,1469.81
1847,2012-06-13,1465.19
1848,2012-06-12,1469.33
1849,2012-06-11,1465.19
1850,2012-06-08,1482.32
1851,2012-06-07,1473.55
1852,2012-06-05,1510.17
1853,2012-06-04,1514.8
1854,2012-06-01,1506.52
1855,2012-05-31,1492.77
1856,2012-05-30,1484.94
1857,2012-05-29,1477.36
1858,2012-05-25,1482.23
1859,2012-05-24,1491.18
1860,2012-05-23,1477.22
1861,2012-05-22,1461.5
1862,2012-05-21,1470.22
1863,2012-05-18,1474.85
1864,2012-05-17,1448.84
1865,2012-05-16,1453.38
1866,2012-05-15,1442.69
1867,2012-05-14,1439.55
1868,2012-05-11,1435.01
1869,2012-05-10,1431.71
1870,2012-05-09,1429.47
1871,2012-05-08,1422.85
1872,2012-05-07,1425.62
1873,2012-05-04,1411.65
1874,2012-05-03,1405.98
1875,2012-05-02,1404.21
1876,2012-04-30,1407.81
1877,2012-04-27,1407.47
1878,2012-04-26,1398.64
1879,2012-04-25,1404.02
1880,2012-04-24,1404.81
1881,2012-04-23,1406.64
1882,2012-04-20,1396.03
1883,2012-04-19,1396.56
1884,2012-04-18,1394.68
1885,2012-04-17,1410.07
1886,2012-04-16,1411.39
1887,2012-04-13,1402.0
1888,2012-04-12,1406.02
1889,2012-04-10,1403.17
1890,2012-04-09,1400.02
1891,2012-04-06,1372.18
1892,2012-04-05,1374.76
1893,2012-04-04,1366.11
1894,2012-04-03,1367.73
1895,2012-04-02,1360.89
1896,2012-03-30,1378.3
1897,2012-03-29,1378.91
1898,2012-03-28,1369.62
1899,2012-03-27,1367.7
1900,2012-03-26,1376.86
1901,2012-03-23,1372.72
1902,2012-03-22,1365.61
1903,2012-03-21,1345.19
1904,2012-03-20,1346.48
1905,2012-03-19,1350.9
1906,2012-03-16,1344.39
1907,2012-03-15,1345.03
1908,2012-03-14,1351.27
1909,2012-03-13,1357.1
1910,2012-03-12,1366.73
1911,2012-03-09,1368.81
1912,2012-03-08,1371.44
1913,2012-03-07,1394.82
1914,2012-03-06,1380.96
1915,2012-03-05,1376.72
1916,2012-03-02,1369.43
1917,2012-02-29,1385.3
1918,2012-02-28,1393.71
1919,2012-02-27,1396.86
1920,2012-02-24,1399.23
1921,2012-02-23,1405.76
1922,2012-02-22,1404.34
1923,2012-02-21,1407.8
1924,2012-02-20,1414.73
1925,2012-02-17,1425.77
1926,2012-02-16,1439.1
1927,2012-02-15,1430.21
1928,2012-02-14,1441.77
1929,2012-02-13,1440.9
1930,2012-02-10,1449.1
1931,2012-02-09,1446.53
1932,2012-02-08,1447.85
1933,2012-02-07,1458.2
1934,2012-02-06,1463.22
1935,2012-02-03,1467.19
1936,2012-02-02,1468.93
1937,2012-02-01,1477.42
1938,2012-01-31,1470.9
1939,2012-01-30,1471.43
1940,2012-01-27,1457.47
1941,2012-01-26,1447.16
1942,2012-01-25,1443.68
1943,2012-01-20,1470.93
1944,2012-01-19,1481.05
1945,2012-01-18,1490.22
1946,2012-01-17,1491.58
1947,2012-01-16,1500.91
1948,2012-01-13,1497.2
1949,2012-01-12,1504.68
1950,2012-01-11,1503.57
1951,2012-01-10,1506.44
1952,2012-01-09,1508.45
1953,2012-01-06,1504.67
1954,2012-01-05,1502.02
1955,2012-01-04,1496.87
1956,2012-01-03,1498.7
1957,2012-01-02,1500.97
1958,2011-12-30,1493.17
1959,2011-12-29,1483.73
1960,2011-12-28,1486.43
1961,2011-12-27,1483.76
1962,2011-12-26,1480.51
