,Date,EURKRW
997,2015-11-17,1248.36
998,2015-11-16,1258.46
999,2015-11-13,1254.38
1000,2015-11-12,1240.78
1001,2015-11-11,1241.54
1002,2015-11-10,1244.81
1003,2015-11-09,1248.59
1004,2015-11-06,1242.15
1005,2015-11-05,1239.6
1006,2015-11-04,1237.78
1007,2015-11-03,1246.17
1008,2015-11-02,1257.17
1009,2015-10-30,1252.92
1010,2015-10-29,1252.31
1011,2015-10-28,1249.06
1012,2015-10-27,1251.84
1013,2015-10-26,1249.71
1014,2015-10-23,1256.14
1015,2015-10-22,1287.42
1016,2015-10-21,1291.63
1017,2015-10-20,1285.5
1018,2015-10-19,1276.63
1019,2015-10-16,1286.86
1020,2015-10-15,1291.2
1021,2015-10-14,1305.76
1022,2015-10-13,1309.05
1023,2015-10-12,1301.87
1024,2015-10-08,1311.91
1025,2015-10-07,1300.35
1026,2015-10-06,1307.16
1027,2015-10-05,1314.47
1028,2015-10-02,1320.82
1029,2015-10-01,1313.06
1030,2015-09-30,1325.64
1031,2015-09-25,1329.88
1032,2015-09-24,1337.16
1033,2015-09-23,1321.65
1034,2015-09-22,1324.75
1035,2015-09-21,1329.56
1036,2015-09-18,1330.49
1037,2015-09-17,1322.31
1038,2015-09-16,1322.25
1039,2015-09-15,1335.8
1040,2015-09-14,1340.96
1041,2015-09-11,1338.99
1042,2015-09-10,1328.41
1043,2015-09-09,1336.72
1044,2015-09-08,1338.45
1045,2015-09-07,1343.64
1046,2015-09-04,1328.06
1047,2015-09-03,1337.54
1048,2015-09-02,1335.43
1049,2015-09-01,1325.47
1050,2015-08-31,1326.17
1051,2015-08-28,1329.77
1052,2015-08-27,1330.69
1053,2015-08-26,1362.91
1054,2015-08-25,1366.37
1055,2015-08-24,1379.43
1056,2015-08-21,1344.56
1057,2015-08-20,1324.59
1058,2015-08-19,1307.37
1059,2015-08-18,1309.07
1060,2015-08-17,1313.37
1061,2015-08-13,1306.04
1062,2015-08-12,1317.18
1063,2015-08-11,1298.39
1064,2015-08-10,1276.0
1065,2015-08-07,1274.74
1066,2015-08-06,1272.53
1067,2015-08-05,1271.59
1068,2015-08-04,1276.91
1069,2015-08-03,1280.86
1070,2015-07-31,1282.5
1071,2015-07-30,1284.28
1072,2015-07-29,1283.28
1073,2015-07-28,1290.97
1074,2015-07-27,1294.16
1075,2015-07-24,1280.18
1076,2015-07-23,1275.82
1077,2015-07-22,1261.16
1078,2015-07-21,1253.1
1079,2015-07-20,1253.29
1080,2015-07-17,1248.56
1081,2015-07-16,1251.45
1082,2015-07-15,1261.47
1083,2015-07-14,1259.62
1084,2015-07-13,1253.24
1085,2015-07-10,1256.22
1086,2015-07-09,1251.51
1087,2015-07-08,1254.69
1088,2015-07-07,1242.88
1089,2015-07-06,1245.69
1090,2015-07-03,1247.53
1091,2015-07-02,1247.49
1092,2015-07-01,1246.44
1093,2015-06-30,1243.33
1094,2015-06-29,1248.44
1095,2015-06-26,1255.3
1096,2015-06-25,1244.77
1097,2015-06-24,1243.73
1098,2015-06-23,1242.79
1099,2015-06-22,1246.31
1100,2015-06-19,1253.48
1101,2015-06-18,1256.77
1102,2015-06-17,1259.43
1103,2015-06-16,1260.55
1104,2015-06-15,1255.4
1105,2015-06-12,1247.35
1106,2015-06-11,1252.33
1107,2015-06-10,1256.96
1108,2015-06-09,1262.91
1109,2015-06-08,1248.44
1110,2015-06-05,1252.9
1111,2015-06-04,1260.41
1112,2015-06-03,1232.2
1113,2015-06-02,1221.62
1114,2015-06-01,1212.51
1115,2015-05-29,1215.68
1116,2015-05-28,1209.75
1117,2015-05-27,1206.0
1118,2015-05-26,1205.2
1119,2015-05-22,1218.09
1120,2015-05-21,1218.02
1121,2015-05-20,1218.87
1122,2015-05-19,1219.48
1123,2015-05-18,1237.2
1124,2015-05-15,1234.27
1125,2015-05-14,1243.1
1126,2015-05-13,1233.38
1127,2015-05-12,1234.77
1128,2015-05-11,1220.2
1129,2015-05-08,1223.73
1130,2015-05-07,1241.31
1131,2015-05-06,1214.4
1132,2015-05-04,1205.2
1133,2015-04-30,1204.29
1134,2015-04-29,1175.34
1135,2015-04-28,1168.47
1136,2015-04-27,1163.03
1137,2015-04-24,1173.63
1138,2015-04-23,1162.38
1139,2015-04-22,1163.27
1140,2015-04-21,1156.54
1141,2015-04-20,1161.97
1142,2015-04-17,1169.64
1143,2015-04-16,1157.72
1144,2015-04-15,1159.87
1145,2015-04-14,1155.86
1146,2015-04-13,1163.47
1147,2015-04-10,1160.63
1148,2015-04-09,1172.17
1149,2015-04-08,1184.5
1150,2015-04-07,1184.06
1151,2015-04-06,1191.22
1152,2015-04-03,1188.64
1153,2015-04-02,1183.93
1154,2015-04-01,1184.89
1155,2015-03-31,1191.03
1156,2015-03-30,1201.12
1157,2015-03-27,1198.66
1158,2015-03-26,1218.37
1159,2015-03-25,1208.89
1160,2015-03-24,1209.23
1161,2015-03-23,1202.94
1162,2015-03-20,1203.11
1163,2015-03-19,1193.02
1164,2015-03-18,1198.08
1165,2015-03-17,1192.61
1166,2015-03-16,1191.62
1167,2015-03-13,1198.45
1168,2015-03-12,1192.88
1169,2015-03-11,1200.19
1170,2015-03-10,1207.96
1171,2015-03-09,1207.59
1172,2015-03-06,1208.57
1173,2015-03-05,1215.28
1174,2015-03-04,1225.52
1175,2015-03-03,1227.56
1176,2015-03-02,1232.35
1177,2015-02-27,1234.08
1178,2015-02-26,1243.15
1179,2015-02-25,1249.54
1180,2015-02-24,1259.11
1181,2015-02-23,1257.62
1182,2015-02-17,1254.29
1183,2015-02-16,1257.69
1184,2015-02-13,1257.86
1185,2015-02-12,1254.02
1186,2015-02-11,1245.44
1187,2015-02-10,1235.93
1188,2015-02-09,1242.95
1189,2015-02-06,1247.62
1190,2015-02-05,1239.47
1191,2015-02-04,1244.54
1192,2015-02-03,1246.27
1193,2015-02-02,1248.35
1194,2015-01-30,1242.97
1195,2015-01-29,1232.59
1196,2015-01-28,1227.03
1197,2015-01-27,1221.16
1198,2015-01-26,1216.18
1199,2015-01-23,1219.32
1200,2015-01-22,1258.9
1201,2015-01-21,1254.51
1202,2015-01-20,1259.18
1203,2015-01-19,1249.88
1204,2015-01-16,1253.56
1205,2015-01-15,1268.03
1206,2015-01-14,1275.63
1207,2015-01-13,1280.23
1208,2015-01-12,1281.23
1209,2015-01-09,1287.93
1210,2015-01-08,1294.16
1211,2015-01-07,1306.98
1212,2015-01-06,1312.98
1213,2015-01-05,1328.4
1214,2015-01-02,1330.59
1215,2014-12-31,1322.42
1216,2014-12-30,1333.49
1217,2014-12-29,1337.34
1218,2014-12-26,1340.47
1219,2014-12-24,1344.48
1220,2014-12-23,1347.66
1221,2014-12-22,1344.61
1222,2014-12-19,1350.19
1223,2014-12-18,1354.17
1224,2014-12-17,1365.14
1225,2014-12-16,1353.49
1226,2014-12-15,1367.72
1227,2014-12-12,1368.57
1228,2014-12-11,1370.7
1229,2014-12-10,1367.07
1230,2014-12-09,1370.39
1231,2014-12-08,1373.12
1232,2014-12-05,1379.37
1233,2014-12-04,1373.79
1234,2014-12-03,1371.81
1235,2014-12-02,1382.27
1236,2014-12-01,1382.82
1237,2014-11-28,1378.97
1238,2014-11-27,1369.57
1239,2014-11-26,1382.34
1240,2014-11-25,1381.85
1241,2014-11-24,1377.96
1242,2014-11-21,1388.91
1243,2014-11-20,1394.42
1244,2014-11-19,1388.12
1245,2014-11-18,1372.7
1246,2014-11-17,1371.77
1247,2014-11-14,1371.19
1248,2014-11-13,1365.66
1249,2014-11-12,1366.31
1250,2014-11-11,1359.75
1251,2014-11-10,1353.01
1252,2014-11-07,1355.17
1253,2014-11-06,1357.07
1254,2014-11-05,1358.53
1255,2014-11-04,1348.92
1256,2014-11-03,1341.25
1257,2014-10-31,1341.42
1258,2014-10-30,1329.66
1259,2014-10-29,1333.3
1260,2014-10-28,1333.77
1261,2014-10-27,1335.94
1262,2014-10-24,1338.48
1263,2014-10-23,1337.34
1264,2014-10-22,1334.75
1265,2014-10-21,1350.71
1266,2014-10-20,1352.24
1267,2014-10-17,1366.72
1268,2014-10-16,1358.4
1269,2014-10-15,1347.59
1270,2014-10-14,1351.49
1271,2014-10-13,1354.22
1272,2014-10-10,1359.28
1273,2014-10-08,1360.33
1274,2014-10-07,1348.17
1275,2014-10-06,1340.01
1276,2014-10-02,1341.61
1277,2014-10-01,1340.12
1278,2014-09-30,1335.0
1279,2014-09-29,1339.11
1280,2014-09-26,1332.16
1281,2014-09-25,1326.81
1282,2014-09-24,1333.83
1283,2014-09-23,1339.08
1284,2014-09-22,1339.84
1285,2014-09-19,1344.9
1286,2014-09-18,1340.33
1287,2014-09-17,1340.95
1288,2014-09-16,1341.15
1289,2014-09-15,1341.92
1290,2014-09-12,1336.19
1291,2014-09-11,1339.76
1292,2014-09-05,1327.07
1293,2014-09-04,1338.57
1294,2014-09-03,1337.73
1295,2014-09-02,1336.48
1296,2014-09-01,1329.87
1297,2014-08-29,1336.25
1298,2014-08-28,1340.6
1299,2014-08-27,1336.25
1300,2014-08-26,1341.36
1301,2014-08-25,1345.79
1302,2014-08-22,1352.51
1303,2014-08-21,1356.96
1304,2014-08-20,1358.08
1305,2014-08-19,1358.26
1306,2014-08-18,1362.23
1307,2014-08-14,1365.71
1308,2014-08-13,1374.12
1309,2014-08-12,1372.74
1310,2014-08-11,1379.53
1311,2014-08-08,1387.93
1312,2014-08-07,1386.62
1313,2014-08-06,1380.82
1314,2014-08-05,1378.51
1315,2014-08-04,1386.7
1316,2014-08-01,1389.67
1317,2014-07-31,1380.83
1318,2014-07-30,1372.33
1319,2014-07-29,1376.32
1320,2014-07-28,1378.23
1321,2014-07-25,1380.6
1322,2014-07-24,1386.62
1323,2014-07-23,1379.12
1324,2014-07-22,1382.32
1325,2014-07-21,1389.8
1326,2014-07-18,1394.11
1327,2014-07-17,1389.57
1328,2014-07-16,1394.25
1329,2014-07-15,1397.13
1330,2014-07-14,1387.64
1331,2014-07-11,1387.16
1332,2014-07-10,1382.11
1333,2014-07-09,1378.14
1334,2014-07-08,1375.44
1335,2014-07-07,1376.49
1336,2014-07-04,1372.38
1337,2014-07-03,1377.21
1338,2014-07-02,1376.65
1339,2014-07-01,1383.96
1340,2014-06-30,1381.41
1341,2014-06-27,1382.36
1342,2014-06-26,1382.77
1343,2014-06-25,1388.32
1344,2014-06-24,1386.04
1345,2014-06-23,1384.68
1346,2014-06-20,1390.06
1347,2014-06-19,1388.25
1348,2014-06-18,1386.57
1349,2014-06-17,1386.48
1350,2014-06-16,1381.27
1351,2014-06-13,1383.19
1352,2014-06-12,1375.97
1353,2014-06-11,1375.02
1354,2014-06-10,1378.65
1355,2014-06-09,1384.53
1356,2014-06-05,1390.84
1357,2014-06-03,1392.13
1358,2014-06-02,1392.44
1359,2014-05-30,1388.12
1360,2014-05-29,1385.22
1361,2014-05-28,1390.7
1362,2014-05-27,1396.05
1363,2014-05-26,1395.64
1364,2014-05-23,1397.24
1365,2014-05-22,1401.14
1366,2014-05-21,1406.37
1367,2014-05-20,1403.12
1368,2014-05-19,1401.09
1369,2014-05-16,1405.99
1370,2014-05-15,1402.44
1371,2014-05-14,1407.09
1372,2014-05-13,1407.09
1373,2014-05-12,1410.7
1374,2014-05-09,1417.93
1375,2014-05-08,1423.36
1376,2014-05-07,1423.71
1377,2014-05-02,1426.48
1378,2014-04-30,1423.23
1379,2014-04-29,1428.92
1380,2014-04-28,1434.85
1381,2014-04-25,1439.53
1382,2014-04-24,1438.56
1383,2014-04-23,1439.29
1384,2014-04-22,1433.58
1385,2014-04-21,1436.24
1386,2014-04-18,1434.52
1387,2014-04-17,1438.08
1388,2014-04-16,1438.53
1389,2014-04-15,1436.85
1390,2014-04-14,1438.28
1391,2014-04-11,1439.0
1392,2014-04-10,1438.29
1393,2014-04-09,1433.4
1394,2014-04-08,1443.82
1395,2014-04-07,1446.9
1396,2014-04-04,1444.87
1397,2014-04-03,1455.06
1398,2014-04-02,1458.71
1399,2014-04-01,1459.93
1400,2014-03-31,1460.73
1401,2014-03-28,1465.28
1402,2014-03-27,1475.96
1403,2014-03-26,1483.81
1404,2014-03-25,1491.38
1405,2014-03-24,1485.85
1406,2014-03-21,1489.1
1407,2014-03-20,1486.57
1408,2014-03-19,1487.41
1409,2014-03-18,1489.45
1410,2014-03-17,1483.01
1411,2014-03-14,1485.53
1412,2014-03-13,1490.18
1413,2014-03-12,1484.63
1414,2014-03-11,1475.24
1415,2014-03-10,1480.42
1416,2014-03-07,1471.99
1417,2014-03-06,1461.5
1418,2014-03-05,1470.65
1419,2014-03-04,1473.59
1420,2014-03-03,1475.1
1421,2014-02-28,1463.86
1422,2014-02-27,1458.21
1423,2014-02-26,1465.48
1424,2014-02-25,1475.7
1425,2014-02-24,1475.16
1426,2014-02-21,1468.6
1427,2014-02-20,1473.23
1428,2014-02-19,1465.12
1429,2014-02-18,1461.15
1430,2014-02-17,1452.46
1431,2014-02-14,1452.2
1432,2014-02-13,1449.32
1433,2014-02-12,1446.52
1434,2014-02-11,1458.12
1435,2014-02-10,1463.32
1436,2014-02-07,1459.02
1437,2014-02-06,1458.99
1438,2014-02-05,1457.78
1439,2014-02-04,1460.57
1440,2014-02-03,1465.67
1441,2014-01-29,1466.5
1442,2014-01-28,1472.76
1443,2014-01-27,1482.48
1444,2014-01-24,1476.54
1445,2014-01-23,1465.66
1446,2014-01-22,1444.4
1447,2014-01-21,1444.18
1448,2014-01-20,1442.57
1449,2014-01-17,1443.64
1450,2014-01-16,1446.36
1451,2014-01-15,1448.08
1452,2014-01-14,1449.98
1453,2014-01-13,1443.02
1454,2014-01-10,1443.6
1455,2014-01-09,1446.74
1456,2014-01-08,1450.51
1457,2014-01-07,1455.94
1458,2014-01-06,1449.33
1459,2014-01-03,1438.81
1460,2014-01-02,1442.44
1461,2013-12-31,1438.97
1462,2013-12-30,1447.61
1463,2013-12-27,1454.58
1464,2013-12-26,1449.35
1465,2013-12-24,1448.03
1466,2013-12-23,1450.92
1467,2013-12-20,1446.67
1468,2013-12-19,1447.18
1469,2013-12-18,1448.98
1470,2013-12-17,1448.81
1471,2013-12-16,1447.71
1472,2013-12-13,1449.35
1473,2013-12-12,1448.11
1474,2013-12-11,1445.65
1475,2013-12-10,1444.12
1476,2013-12-09,1441.34
1477,2013-12-06,1445.02
1478,2013-12-05,1441.87
1479,2013-12-04,1441.05
1480,2013-12-03,1439.67
1481,2013-12-02,1436.25
1482,2013-11-29,1440.3
1483,2013-11-28,1442.45
1484,2013-11-27,1443.73
1485,2013-11-26,1437.04
1486,2013-11-25,1436.85
1487,2013-11-22,1431.71
1488,2013-11-21,1425.28
1489,2013-11-20,1431.22
1490,2013-11-19,1425.68
1491,2013-11-18,1426.63
1492,2013-11-15,1431.47
1493,2013-11-14,1436.53
1494,2013-11-13,1440.58
1495,2013-11-12,1435.54
1496,2013-11-11,1434.76
1497,2013-11-08,1428.24
1498,2013-11-07,1434.26
1499,2013-11-06,1432.67
1500,2013-11-05,1430.76
1501,2013-11-04,1436.11
1502,2013-11-01,1435.96
1503,2013-10-31,1452.68
1504,2013-10-30,1458.45
1505,2013-10-29,1460.94
1506,2013-10-28,1464.66
1507,2013-10-25,1467.37
1508,2013-10-24,1464.6
1509,2013-10-23,1455.49
1510,2013-10-22,1450.02
1511,2013-10-21,1451.65
1512,2013-10-18,1453.35
1513,2013-10-17,1448.76
1514,2013-10-16,1444.5
1515,2013-10-15,1442.72
1516,2013-10-14,1452.02
1517,2013-10-11,1453.95
1518,2013-10-10,1448.24
1519,2013-10-08,1457.31
1520,2013-10-07,1456.78
1521,2013-10-04,1458.27
1522,2013-10-02,1453.8
1523,2013-10-01,1454.59
1524,2013-09-30,1449.52
1525,2013-09-27,1451.47
1526,2013-09-26,1454.35
1527,2013-09-25,1451.63
1528,2013-09-24,1449.79
1529,2013-09-23,1452.65
1530,2013-09-17,1447.01
1531,2013-09-16,1443.46
1532,2013-09-13,1443.74
1533,2013-09-12,1441.08
1534,2013-09-11,1440.46
1535,2013-09-10,1436.75
1536,2013-09-09,1430.67
1537,2013-09-06,1434.34
1538,2013-09-05,1449.14
1539,2013-09-04,1441.68
1540,2013-09-03,1446.94
1541,2013-09-02,1451.56
1542,2013-08-30,1468.76
1543,2013-08-29,1475.52
1544,2013-08-28,1492.32
1545,2013-08-27,1489.08
1546,2013-08-26,1487.08
1547,2013-08-23,1487.41
1548,2013-08-22,1496.43
1549,2013-08-21,1497.67
1550,2013-08-20,1496.44
1551,2013-08-19,1486.96
1552,2013-08-16,1484.19
1553,2013-08-14,1483.24
1554,2013-08-13,1483.61
1555,2013-08-12,1483.07
1556,2013-08-09,1487.97
1557,2013-08-08,1484.63
1558,2013-08-07,1484.6
1559,2013-08-06,1479.49
1560,2013-08-05,1479.83
1561,2013-08-02,1484.83
1562,2013-08-01,1486.63
1563,2013-07-31,1491.03
1564,2013-07-30,1477.95
1565,2013-07-29,1476.63
1566,2013-07-26,1476.41
1567,2013-07-25,1471.56
1568,2013-07-24,1473.83
1569,2013-07-23,1473.76
1570,2013-07-22,1471.5
1571,2013-07-19,1471.65
1572,2013-07-18,1474.44
1573,2013-07-17,1472.9
1574,2013-07-16,1462.31
1575,2013-07-15,1463.58
1576,2013-07-12,1468.53
1577,2013-07-11,1467.76
1578,2013-07-10,1455.26
1579,2013-07-09,1466.88
1580,2013-07-08,1477.19
1581,2013-07-05,1470.1
1582,2013-07-04,1482.11
1583,2013-07-03,1480.11
1584,2013-07-02,1478.37
1585,2013-07-01,1481.15
1586,2013-06-28,1486.82
1587,2013-06-27,1494.69
1588,2013-06-26,1504.97
1589,2013-06-25,1512.38
1590,2013-06-24,1525.99
1591,2013-06-21,1525.82
1592,2013-06-20,1525.79
1593,2013-06-19,1513.52
1594,2013-06-18,1513.29
1595,2013-06-17,1501.3
1596,2013-06-14,1501.95
1597,2013-06-13,1510.42
1598,2013-06-12,1501.88
1599,2013-06-11,1505.29
1600,2013-06-10,1493.41
1601,2013-06-07,1480.21
1602,2013-06-05,1458.8
1603,2013-06-04,1468.21
1604,2013-06-03,1470.38
1605,2013-05-31,1472.45
1606,2013-05-30,1463.02
1607,2013-05-29,1460.21
1608,2013-05-28,1454.73
1609,2013-05-27,1450.91
1610,2013-05-24,1459.26
1611,2013-05-23,1453.72
1612,2013-05-22,1441.05
1613,2013-05-21,1433.41
1614,2013-05-20,1435.01
1615,2013-05-16,1437.22
1616,2013-05-15,1439.86
1617,2013-05-14,1440.95
1618,2013-05-13,1443.02
1619,2013-05-10,1440.73
1620,2013-05-09,1434.33
1621,2013-05-08,1422.42
1622,2013-05-07,1425.28
1623,2013-05-06,1437.29
1624,2013-05-03,1437.84
1625,2013-05-02,1450.9
1626,2013-04-30,1443.03
1627,2013-04-29,1448.29
1628,2013-04-26,1444.87
1629,2013-04-25,1449.54
1630,2013-04-24,1453.55
1631,2013-04-23,1456.16
1632,2013-04-22,1462.88
1633,2013-04-19,1464.12
1634,2013-04-18,1464.55
1635,2013-04-17,1474.54
1636,2013-04-16,1456.36
1637,2013-04-15,1461.1
1638,2013-04-12,1476.8
1639,2013-04-11,1475.78
1640,2013-04-10,1479.01
1641,2013-04-09,1485.31
1642,2013-04-08,1491.63
1643,2013-04-05,1462.58
1644,2013-04-04,1443.5
1645,2013-04-03,1431.66
1646,2013-04-02,1437.47
1647,2013-04-01,1426.84
1648,2013-03-29,1424.41
1649,2013-03-28,1420.36
1650,2013-03-27,1426.17
1651,2013-03-26,1426.55
1652,2013-03-25,1441.89
1653,2013-03-22,1443.9
1654,2013-03-21,1438.83
1655,2013-03-20,1437.12
1656,2013-03-19,1437.28
1657,2013-03-18,1443.14
1658,2013-03-15,1446.93
1659,2013-03-14,1434.34
1660,2013-03-13,1433.31
1661,2013-03-12,1425.35
1662,2013-03-11,1425.02
1663,2013-03-08,1425.83
1664,2013-03-07,1414.19
1665,2013-03-06,1414.72
1666,2013-03-05,1418.86
1667,2013-03-04,1419.5
1668,2013-02-28,1423.28
1669,2013-02-27,1421.69
1670,2013-02-26,1426.48
1671,2013-02-25,1435.57
1672,2013-02-22,1433.05
1673,2013-02-21,1434.71
1674,2013-02-20,1447.59
1675,2013-02-19,1443.01
1676,2013-02-18,1444.85
1677,2013-02-15,1438.85
1678,2013-02-14,1449.53
1679,2013-02-13,1462.1
1680,2013-02-12,1460.55
1681,2013-02-08,1466.71
1682,2013-02-07,1479.7
1683,2013-02-06,1474.02
1684,2013-02-05,1467.6
1685,2013-02-04,1478.18
1686,2013-02-01,1492.81
1687,2013-01-31,1473.97
1688,2013-01-30,1463.83
1689,2013-01-29,1459.76
1690,2013-01-28,1466.52
1691,2013-01-25,1442.09
1692,2013-01-24,1422.34
1693,2013-01-23,1417.67
1694,2013-01-22,1418.06
1695,2013-01-21,1414.53
1696,2013-01-18,1412.47
1697,2013-01-17,1410.36
1698,2013-01-16,1406.38
1699,2013-01-15,1412.75
1700,2013-01-14,1410.95
1701,2013-01-11,1400.15
1702,2013-01-10,1383.27
1703,2013-01-09,1388.21
1704,2013-01-08,1395.08
1705,2013-01-07,1385.63
1706,2013-01-04,1384.9
1707,2013-01-03,1395.85
1708,2013-01-02,1409.88
1709,2012-12-31,1401.67
1710,2012-12-28,1410.77
1711,2012-12-27,1421.0
1712,2012-12-26,1415.93
1713,2012-12-24,1418.52
1714,2012-12-21,1420.49
1715,2012-12-20,1419.69
1716,2012-12-18,1413.37
1717,2012-12-17,1410.97
1718,2012-12-14,1405.33
1719,2012-12-13,1401.55
1720,2012-12-12,1396.52
1721,2012-12-11,1392.88
1722,2012-12-10,1391.59
1723,2012-12-07,1399.35
1724,2012-12-06,1416.13
1725,2012-12-05,1416.75
1726,2012-12-04,1416.68
1727,2012-12-03,1410.5
1728,2012-11-30,1408.66
1729,2012-11-29,1404.98
1730,2012-11-28,1405.28
1731,2012-11-27,1406.82
1732,2012-11-26,1406.27
1733,2012-11-23,1398.67
1734,2012-11-22,1395.42
1735,2012-11-21,1381.39
1736,2012-11-20,1384.94
1737,2012-11-19,1389.19
1738,2012-11-16,1391.68
1739,2012-11-15,1385.82
1740,2012-11-14,1381.64
1741,2012-11-13,1382.21
1742,2012-11-12,1384.32
1743,2012-11-09,1385.15
1744,2012-11-08,1391.07
1745,2012-11-07,1393.26
1746,2012-11-06,1394.63
1747,2012-11-05,1398.4
1748,2012-11-02,1407.38
1749,2012-11-01,1413.16
1750,2012-10-31,1416.35
1751,2012-10-30,1410.24
1752,2012-10-29,1412.87
1753,2012-10-26,1420.26
1754,2012-10-25,1424.7
1755,2012-10-24,1427.93
1756,2012-10-23,1437.76
1757,2012-10-22,1440.06
1758,2012-10-19,1439.75
1759,2012-10-18,1446.14
1760,2012-10-17,1446.46
1761,2012-10-16,1438.13
1762,2012-10-15,1439.12
1763,2012-10-12,1440.21
1764,2012-10-11,1432.34
1765,2012-10-10,1433.16
1766,2012-10-09,1437.17
1767,2012-10-08,1442.26
1768,2012-10-05,1443.65
1769,2012-10-04,1439.87
1770,2012-10-02,1438.31
1771,2012-09-28,1438.48
1772,2012-09-27,1437.61
1773,2012-09-26,1441.1
1774,2012-09-25,1444.07
1775,2012-09-24,1445.89
1776,2012-09-21,1455.0
1777,2012-09-20,1455.57
1778,2012-09-19,1453.94
1779,2012-09-18,1463.56
1780,2012-09-17,1464.48
1781,2012-09-14,1456.1
1782,2012-09-13,1458.13
1783,2012-09-12,1452.31
1784,2012-09-11,1441.2
1785,2012-09-10,1443.39
1786,2012-09-07,1431.19
1787,2012-09-06,1429.39
1788,2012-09-05,1423.24
1789,2012-09-04,1428.49
1790,2012-09-03,1423.15
1791,2012-08-31,1421.7
1792,2012-08-30,1422.32
1793,2012-08-29,1424.81
1794,2012-08-28,1423.01
1795,2012-08-27,1421.59
1796,2012-08-24,1424.31
1797,2012-08-23,1418.1
1798,2012-08-22,1415.4
1799,2012-08-21,1401.37
1800,2012-08-20,1401.79
1801,2012-08-17,1404.0
1802,2012-08-16,1390.87
1803,2012-08-14,1396.57
1804,2012-08-13,1389.11
1805,2012-08-10,1387.64
1806,2012-08-09,1390.61
1807,2012-08-08,1396.35
1808,2012-08-07,1398.27
1809,2012-08-06,1395.9
1810,2012-08-03,1384.0
1811,2012-08-02,1388.75
1812,2012-08-01,1388.01
1813,2012-07-31,1383.54
1814,2012-07-30,1394.92
1815,2012-07-27,1395.82
1816,2012-07-26,1390.85
1817,2012-07-25,1392.57
1818,2012-07-24,1389.25
1819,2012-07-23,1390.31
1820,2012-07-20,1398.02
1821,2012-07-19,1397.71
1822,2012-07-18,1403.18
1823,2012-07-17,1405.46
1824,2012-07-16,1400.72
1825,2012-07-13,1404.99
1826,2012-07-12,1407.02
1827,2012-07-11,1402.29
1828,2012-07-10,1406.03
1829,2012-07-09,1402.8
1830,2012-07-06,1409.8
1831,2012-07-05,1419.43
1832,2012-07-04,1430.85
1833,2012-07-03,1431.13
1834,2012-07-02,1445.32
1835,2012-06-29,1440.23
1836,2012-06-28,1436.29
1837,2012-06-27,1445.44
1838,2012-06-26,1446.73
1839,2012-06-25,1452.29
1840,2012-06-22,1454.2
1841,2012-06-21,1459.24
1842,2012-06-20,1462.35
1843,2012-06-19,1455.53
1844,2012-06-18,1466.54
1845,2012-06-15,1469.45
1846,2012-06-14,1462.75
1847,2012-06-13,1459.6
1848,2012-06-12,1461.72
1849,2012-06-11,1469.28
1850,2012-06-08,1462.33
1851,2012-06-07,1469.52
1852,2012-06-05,1466.3
1853,2012-06-04,1468.28
1854,2012-06-01,1454.89
1855,2012-05-31,1461.51
1856,2012-05-30,1467.2
1857,2012-05-29,1474.23
1858,2012-05-25,1484.68
1859,2012-05-24,1486.99
1860,2012-05-23,1484.01
1861,2012-05-22,1486.95
1862,2012-05-21,1491.83
1863,2012-05-18,1484.38
1864,2012-05-17,1480.61
1865,2012-05-16,1484.59
1866,2012-05-15,1481.84
1867,2012-05-14,1483.04
1868,2012-05-11,1485.02
1869,2012-05-10,1478.01
1870,2012-05-09,1479.72
1871,2012-05-08,1478.16
1872,2012-05-07,1480.12
1873,2012-05-04,1486.09
1874,2012-05-03,1483.84
1875,2012-05-02,1485.01
1876,2012-04-30,1493.34
1877,2012-04-27,1497.79
1878,2012-04-26,1502.29
1879,2012-04-25,1506.42
1880,2012-04-24,1501.04
1881,2012-04-23,1499.76
1882,2012-04-20,1500.47
1883,2012-04-19,1493.77
1884,2012-04-18,1488.76
1885,2012-04-17,1495.24
1886,2012-04-16,1481.22
1887,2012-04-13,1491.87
1888,2012-04-12,1496.25
1889,2012-04-10,1493.26
1890,2012-04-09,1488.93
1891,2012-04-06,1478.53
1892,2012-04-05,1481.68
1893,2012-04-04,1488.23
1894,2012-04-03,1497.19
1895,2012-04-02,1503.44
1896,2012-03-30,1510.2
1897,2012-03-29,1514.5
1898,2012-03-28,1515.23
1899,2012-03-27,1511.99
1900,2012-03-26,1507.26
1901,2012-03-23,1505.04
1902,2012-03-22,1488.4
1903,2012-03-21,1496.09
1904,2012-03-20,1490.23
1905,2012-03-19,1476.52
1906,2012-03-16,1471.64
1907,2012-03-15,1469.83
1908,2012-03-14,1472.29
1909,2012-03-13,1474.5
1910,2012-03-12,1473.11
1911,2012-03-09,1480.44
1912,2012-03-08,1472.63
1913,2012-03-07,1476.13
1914,2012-03-06,1481.69
1915,2012-03-05,1476.52
1916,2012-03-02,1479.92
1917,2012-02-29,1502.47
1918,2012-02-28,1512.68
1919,2012-02-27,1515.56
1920,2012-02-24,1510.29
1921,2012-02-23,1498.01
1922,2012-02-22,1489.92
1923,2012-02-21,1489.43
1924,2012-02-20,1483.23
1925,2012-02-17,1478.53
1926,2012-02-16,1471.09
1927,2012-02-15,1476.66
1928,2012-02-14,1480.31
